"SAMPLE","TRAIT_1","TRAIT_2","TRAIT_3","TRAIT_4","TRAIT_5","TRAIT_6","TRAIT_7","TRAIT_8","TRAIT_9","TRAIT_10"
"SAMPLE_26",136.598633571308,121.254583171481,43.3333796972032,64.4968314342534,66.443264306791,91.0931179112346,96.0197861377432,132.341181030911,93.8648343578964,56.9834063414487
"SAMPLE_27",116.548209591248,116.655727406497,37.844869116164,68.4395985449669,71.705979742019,97.5590929846772,105.398419731792,136.821837612507,100.450423596476,52.1131286847927
"SAMPLE_28",131.699565797111,102.157912678539,47.4893429820825,73.4321936582542,67.6100265570794,82.9100911190012,93.4271518053223,126.28196264447,102.281594474873,55.08414783172
"SAMPLE_29",121.516300806305,108.96490525738,47.0936233993309,55.8022872651957,76.3885175224377,92.7990201283604,97.2674224954109,121.681850820885,93.0752944908108,52.0563994337684
"SAMPLE_30",112.302951038987,126.404833121293,46.6467492372991,80.0300642491633,65.2913966450377,86.3296136803134,92.916943144924,143.408244494361,95.7526073500491,58.2515429085492
"SAMPLE_31",126.100855219917,123.631781555557,45.4620976799437,68.6150420043948,65.9095953780821,91.072510305991,91.9378159933729,142.609872102648,87.8262086950977,50.7262003376251
"SAMPLE_32",135.059830266543,109.624544731984,48.1841179720133,72.3087217884399,73.4563543369167,89.7979319666528,99.2024680340778,124.690681594677,95.9112715076175,51.9145301008994
"SAMPLE_33",114.612216601684,112.679919852353,39.8391870140757,67.3305961944092,67.8568219399704,94.0166801513015,93.5260197489239,119.284195461145,100.334823197544,53.8053857096686
"SAMPLE_34",120.803375097536,136.359208208812,46.4383595665966,73.6001820171818,80.18684158881,85.1750847153761,82.8162478893368,137.184519002225,88.8764170990562,49.8915287922341
"SAMPLE_35",131.235702324357,120.194491432735,40.5501490316725,73.216485921886,63.2569526927223,88.6886666344695,100.17732323576,111.122586763384,99.9776804772916,53.7939527587196
"SAMPLE_36",114.831312745847,131.382543438878,46.0790010241222,70.3870693122079,76.9467436748132,84.0889850332047,93.6290379846901,111.853940944351,87.4212182607751,58.4683139654934
"SAMPLE_37",140.832295474987,113.123083170117,41.5406265549362,59.9809640371598,66.9381043393044,94.7155442009097,91.8223537471574,119.852491186886,108.749539776393,54.7454880233996
"SAMPLE_38",131.112182455502,119.51691717965,40.6764614284085,68.8286481429022,75.7382110760226,89.7966109500487,85.914770198558,126.056229788229,102.457809442225,53.1688697810576
"SAMPLE_39",113.977301971394,117.130413504663,42.7214283227406,67.2942966661249,70.205179046729,99.0165402701327,80.954302304928,123.164704604031,94.6984463713865,54.8067353811473
"SAMPLE_40",132.222252110361,131.966914632418,43.7375690941883,70.6475383230622,76.2903149247892,99.5000328251106,104.706408011841,124.942267067891,89.047122160441,49.3934575056729
"SAMPLE_41",114.553124403693,131.880377644512,44.6817767258354,70.7282059010126,63.6250761101788,103.070896627965,87.6115468096114,118.461553777782,90.7223295980555,57.3352652103308
"SAMPLE_42",125.994494932465,123.372316502714,45.4098685053743,66.1538874032709,73.5174189508984,81.5073138687034,100.782802526846,124.55128956221,91.4926019651436,56.0099175063991
"SAMPLE_43",114.823831285201,105.596747922332,44.9032632959058,68.2178671611511,79.0440695045678,90.4446040514863,87.0493025655448,122.64499446143,94.141946102199,54.457047626475
"SAMPLE_44",121.138974468302,122.163897750876,43.6730338617408,63.603492517184,65.2295489492984,75.5664475657514,94.7232802193086,121.015966455745,98.186827544223,56.3600125218842
"SAMPLE_45",118.675739820802,117.336093622185,44.9194382397879,65.483322406262,73.4165188711939,98.240293884231,90.7118022600918,132.343659425353,104.061379139839,58.5854705650266
"SAMPLE_46",124.849263036979,123.215824752493,41.3505249257413,69.8041834307538,69.6734540463793,94.2755841517138,101.577237697933,139.429569089362,97.5297773633148,51.7160638704845
"SAMPLE_47",128.831602210019,114.624252239139,40.4453671732614,72.1182965960724,68.753532008526,88.250562555196,93.572351605264,127.944434866696,100.639963216139,60.3599990628448
"SAMPLE_48",129.639535929923,113.104052227343,40.0499899773907,70.2395028601506,60.147006738339,98.0556781137474,95.8495575295712,134.562843493205,89.4394372924657,55.7526987876992
"SAMPLE_49",118.097680992937,111.986657709449,41.9546292839195,58.4593085914867,66.2924617717933,91.5387414797611,100.597399523673,115.511564175494,96.721300398166,56.4924031755463
"SAMPLE_50",130.079344255942,107.763768897889,44.6770150112599,69.0045934316998,70.5109845312072,90.1574539634783,93.2441623558248,122.142695842682,114.688868226863,54.2478552723376
"SAMPLE_51",117.276378670695,115.023679525877,39.0319534795239,75.4311626426869,69.5541724165108,104.526544162187,80.1233045373974,134.555635102528,98.3314697268567,60.4466339933955
"SAMPLE_52",113.766621715747,126.051007659374,38.6691241499303,62.1778169013212,71.7168962838756,98.2705876250951,92.4122983390264,124.679127439822,106.177743453515,45.6368706144418
"SAMPLE_53",121.033652289167,133.726080285703,44.227787090638,66.7329650431636,76.3594889653801,103.472475580891,100.835518445246,136.385591038821,104.387702718124,52.6744068593435
"SAMPLE_54",129.132508532801,105.689488341444,43.5388719063453,66.5060368745747,78.0711112290003,87.5270657808479,94.4071033028864,128.271783335193,91.9273529151263,55.546948214743
"SAMPLE_55",114.395881886234,131.939598119046,42.8956603948899,66.545592434175,68.5319949097179,91.9191055966875,99.7960729234012,137.803430201959,93.8113455455682,52.6283098575261
"SAMPLE_56",117.320962581736,114.016558694504,37.5452288784827,74.657468038579,73.6400326769723,99.1850380094742,98.8850339643424,133.411803245881,89.6243262259249,60.6603778170282
"SAMPLE_57",128.70989538602,112.965015144347,44.3511657312833,75.535771213426,74.5915826668433,96.044986907223,102.635091824841,126.130239641317,97.0172713331694,55.4736217103516
"SAMPLE_58",122.537053810079,124.935492855637,45.8333945528022,59.1701558411996,62.9064228790456,95.1040891928439,85.6345589288244,138.833931474323,92.4915971743473,56.3521041596413
"SAMPLE_59",121.048007024482,128.094537489593,39.010195883939,63.1384694123067,74.6533526865379,93.0912271451247,89.4149404902226,121.210963909295,93.3228223443951,48.7523161412569
"SAMPLE_60",125.44131614037,127.287317124529,41.6053406797458,64.0047045854534,72.989721456121,95.9030362775893,86.358865179451,151.814885413095,100.585451289455,51.0765223192029
"SAMPLE_61",137.534756190773,128.359920877502,42.668633269249,71.8505719097916,72.9792267969666,88.601661609556,102.440800260626,112.914800502771,91.2549643426346,51.13913444939
"SAMPLE_62",135.624625169141,115.815112331309,40.6120502649869,68.2383213831067,72.0000748308274,98.1350270695044,106.294453892407,113.669139829279,109.932688577488,66.133421124528
"SAMPLE_63",117.849731983696,113.085138357249,41.1051851552392,67.1398578577205,71.3719226771081,92.9979954230818,103.894937650278,128.04785272279,101.368412006195,57.0753039894554
"SAMPLE_64",116.143076200194,119.637791686121,39.5752881316701,68.5004408525366,73.5907561872204,86.0083816743502,92.6429905103024,139.501115585383,90.7681628554079,56.2428979444214
"SAMPLE_65",112.153745696234,117.16133342261,43.8913449453091,67.6517341240596,77.8461962998961,92.9499516392312,94.2362850216432,122.85682225522,103.525742307392,54.1641352925931
"SAMPLE_66",115.412364486813,110.54007842463,41.2720911549645,79.0193412135576,66.7891632973988,91.6271832743207,92.4771137482761,124.621847111621,107.099880774638,51.5116060136698
"SAMPLE_67",101.251179335305,114.466581775884,46.3947632984034,63.8513060276128,76.7427041434601,95.5043495935239,103.165279897168,124.174953077502,110.703062623617,57.2202209389042
"SAMPLE_68",126.538518746857,123.882657716716,37.9109091779664,62.228096337463,65.2985992551524,93.8913676240819,102.020499567534,126.607168342199,96.922649158337,53.4853177465642
"SAMPLE_69",133.632755434133,108.109501742243,42.5710986947732,69.4800152569426,72.3913978061295,87.2241127992935,95.8266549661302,125.185829900242,98.6816572720044,57.4804562174879
"SAMPLE_70",129.119592903558,125.738370244712,45.9914071148972,72.3870906384898,72.7639692370548,91.630627386531,89.2793155054424,124.799611331825,105.015542392235,48.9478503326523
"SAMPLE_71",127.023949687534,107.086986566065,42.0947729103804,66.7061124424117,68.8504400014301,95.0058889026445,95.0241447165545,152.927086302267,102.327092433567,57.5576476981307
"SAMPLE_72",122.57131419274,128.204136364697,39.6038441801852,68.250648136164,78.8374247504128,96.7210640386365,107.50169837978,134.679029726212,102.057221135022,54.6984410856711
"SAMPLE_73",126.19579532342,119.134967682547,43.3475859736752,61.1718024669998,71.5123284884831,98.049027058864,93.9538754821239,126.341979956534,99.0663570523617,48.5970289090943
"SAMPLE_74",123.545289015315,124.474208646882,40.0184891498429,63.5118134229597,74.6367014751484,85.2973728289956,104.97118493688,134.936875395702,103.772887252251,58.4197566445613
"SAMPLE_75",125.014689714269,132.885197646243,39.5303073515216,67.022416426884,73.2352978099229,90.7271461470807,97.8619622819089,131.273449224879,99.355763883745,51.9723184640123
"SAMPLE_76",125.448725291662,121.70769218598,38.5287193398675,72.9404625563993,67.7133266862477,95.0114813267019,109.018056616195,121.401551959679,98.1308180692927,54.9923740050167
"SAMPLE_77",112.869050452534,113.303913949502,40.9700969825532,70.3298169093339,69.3753630682194,94.4298743360621,89.6844242318827,136.712795811057,98.2855874827227,56.0778113926136
"SAMPLE_78",135.06140409507,130.101686645102,47.0359637206278,68.1062265626617,73.1045846618569,87.5217674268361,86.8302956487012,121.249666637529,107.009791365254,53.7566129371066
"SAMPLE_79",133.218754140729,123.297241576967,42.8884120215188,66.1343268629609,63.3883236827666,86.0140216856958,104.837256067681,115.696579213029,92.9921703356321,52.8804774767887
"SAMPLE_80",135.841195024971,116.769683444561,42.6641823094255,67.5597105429171,74.0453251287483,92.308611202952,84.4939062898618,119.743178432951,101.899607811699,56.4660070729214
"SAMPLE_81",126.892545103739,118.688670516282,43.2021591806113,67.0800967274864,73.2042834511192,90.9499306249198,96.6561492948698,131.684389481804,101.423027813386,46.7138901954742
"SAMPLE_82",131.899946412208,109.232819982376,47.4958208327377,61.543193830057,73.8897898494779,88.8844942342493,95.2022819742711,124.080696335366,97.4040836474532,55.727501215993
"SAMPLE_83",123.208159096079,116.266930543143,40.7063707998411,75.4502727548972,79.7614850192142,98.9577240804332,98.8959958065807,140.409581782443,97.9073450613983,52.2151741483831
"SAMPLE_84",131.010961653513,110.367179116328,36.0914148259999,71.8944545676405,65.702250803452,90.6526107823722,108.483498837054,123.38681185008,93.3438927518994,53.0325334884305
"SAMPLE_85",119.819805457449,114.780750511224,38.7434841736525,76.9339838141606,77.3633182486837,101.757552120154,105.720231834487,132.398876771119,97.5028821162574,57.9607976562697
"SAMPLE_86",115.575221574905,114.807716053891,44.240434163105,71.1888010767257,72.4087270915834,100.033322674067,100.317156500137,120.792055182413,99.719425044699,60.1563523761317
"SAMPLE_87",118.35025109017,112.276426634853,35.9625223388382,64.8066159940894,71.1750658748731,103.181827460668,92.34702691653,142.162813155293,101.84942556176,49.7606370235909
"SAMPLE_88",120.976502801889,125.351364681632,50.6183870800932,68.958118590389,75.407038130137,102.392825087354,94.4473016061876,121.935110322053,107.794372781642,54.3343773196443
"SAMPLE_89",127.083892395458,119.058236065852,45.4563675291788,61.9164942065975,73.4987608326739,91.530587465041,117.677388202008,112.805213869366,104.404917114113,48.4557834852295
"SAMPLE_90",112.062152763258,120.4191852977,42.0790541599861,66.1539266024888,71.5606708294272,96.102936894146,89.518587677734,130.71750603531,98.2179219053494,51.3908712028857
"SAMPLE_91",115.219693916011,110.785135521627,44.6907676121542,71.8745375527533,75.0227691957878,94.6928392308909,88.5416797671271,130.214504710155,89.0900444265803,49.4538928402545
"SAMPLE_92",123.037271326545,112.638082233187,42.4099017267433,66.0325869235924,68.5913443580092,97.0678487929591,91.8470428530114,127.738550625737,102.279833981267,51.9215023758884
"SAMPLE_93",129.761620321609,120.416311277614,41.1001809077916,75.0028007474599,66.0683361472434,91.4587413905524,90.4736684107628,121.628449050187,101.7397959725,57.8251353294568
"SAMPLE_94",127.576824214955,131.126159240321,44.3313320273564,76.3386743743722,71.2605703098994,83.8817371426192,98.0278774303165,137.415610633906,90.9178514886068,53.4307971629017
"SAMPLE_95",116.877926287533,120.751495573462,42.8420976395907,71.302329563118,74.6129768460474,104.754898390458,100.702482252153,144.747713150442,106.986955044425,60.0893420265581
"SAMPLE_96",119.586284236146,108.261393848969,43.9986064010971,70.3035207755437,79.8896236146221,90.3175294157809,100.880542391311,123.891413786857,96.131789572015,57.354968376088
"SAMPLE_97",120.31259453471,124.871168554929,35.5270974631818,64.2218949487252,70.6517543938548,92.3284007231908,93.5300296510526,124.556841694885,95.0675369477488,56.2117405938979
"SAMPLE_98",131.48549102007,116.767825219146,40.3898866779891,62.4964893267834,68.8730083943353,83.2362083523702,94.5523880320633,136.891945057912,93.9052396490892,55.8668872766064
"SAMPLE_99",119.142411648975,121.756368513493,41.4428879028565,69.6868636569937,78.2121098248558,100.001931869581,97.7107443315691,135.34333403988,100.452046507709,45.4921263903125
"SAMPLE_100",120.698562394031,121.674649493199,43.7207888905629,68.4662026379066,71.6464806418405,88.5391221660267,90.5014399405167,130.011417570182,92.4361549782738,52.6790353762486
"SAMPLE_101",131.045207410461,124.069075123218,35.9409523187466,73.2405700449162,72.7990864963231,89.1835063835195,102.858942347176,133.189778734974,100.139309740978,53.0881626182481
"SAMPLE_102",108.585652447694,108.98948810876,41.290770681894,68.6881990580421,75.6032353599563,90.3961330492044,91.3195890512413,141.740993867217,96.4887598671164,51.2091318788761
"SAMPLE_103",121.946506747438,113.582869988606,46.1616882234784,61.8118361101223,63.3092319665976,100.452466131286,96.4119386986439,136.521512551523,99.6290822764648,55.6145501808102
"SAMPLE_104",117.837508944681,125.322446729009,40.3945997323869,67.5146060520783,68.6501584969034,98.8994332359986,98.9219648117958,141.128471479258,90.3314341354143,56.0980235567011
"SAMPLE_105",119.531770159989,107.61123778037,41.7695138804738,68.1817404657126,69.4625331059157,96.4794248747278,88.6357196427811,133.109210280151,103.594870583536,58.5514265263025
"SAMPLE_106",127.736923292192,118.556300598372,40.3896314087495,78.592421170293,62.2123547144577,92.0945207036227,94.3421321168928,138.989262192343,92.974827778684,55.2764520722387
"SAMPLE_107",131.956680327745,112.42411351078,41.5231528577507,67.2625400274735,83.5379105709623,90.4817689772057,93.7142700347942,117.630575834744,97.6356903776461,60.1633750923667
"SAMPLE_108",113.125256151025,121.189436559761,46.347421589394,76.2376310261701,78.7704393796252,90.4879906621,98.6107564198132,130.137862291379,92.3004015164295,48.995396880409
"SAMPLE_109",125.907450267878,118.429569730879,45.7581965668586,69.1075441187206,76.9770041294181,85.4845438198004,102.289005337288,136.733626136432,111.672841722209,48.4602890531711
"SAMPLE_110",117.412434206871,119.403552606703,41.4713948195115,65.6747346880909,78.4005964803963,102.347977985148,97.5346212723038,126.944250533673,87.6314754181425,58.4747184390138
"SAMPLE_111",129.228676774569,123.464105442553,43.8382982058398,66.3437312964199,74.2955523950516,90.7294333597527,98.5832003777618,126.277665392812,98.2717853438344,58.3365452844552
"SAMPLE_112",127.669642068852,123.910938331719,42.2298158387774,64.5730798262717,72.7343196419394,93.1849001931444,103.891133692246,144.780597261223,91.4673048966435,52.8348389038525
"SAMPLE_113",118.205451923554,128.204976227173,43.8097314278667,66.259616546513,74.4291183694129,107.854612796336,98.5907666531684,130.6756733212,95.4400484457047,55.5315516207126
"SAMPLE_114",114.799792458975,122.68742745974,41.6052286459293,61.6361209005172,70.4902540562637,102.255410508187,100.366917336251,129.060882809321,106.103484644555,50.589380861234
"SAMPLE_115",130.25783905994,115.168411290408,39.5822813098872,67.1438018649739,72.9567187780678,95.6454413331093,91.2104893475295,130.909006813746,97.9277598627675,48.2612524073306
"SAMPLE_116",121.832122637172,110.257337020139,39.7942826507019,69.3382216319092,72.0469004065609,101.704015445553,95.5981744482703,117.158999884699,104.461687465628,53.7207918706304
"SAMPLE_117",117.902639527589,122.56403168676,39.0644283936441,65.0152255167461,67.7948352375097,93.8283264141557,93.5665172906391,130.19852194647,89.9628651371151,54.0652384976759
"SAMPLE_118",129.117151302656,133.290176790615,41.9059119741053,75.6760246204634,64.182036698132,94.0855107202434,95.6303563502154,121.289068070702,104.200186297239,55.6770579535293
"SAMPLE_119",111.847168480482,127.49607999787,41.481184316703,77.9777476090585,73.3458084842716,89.7135053530216,99.001302289222,115.020844257181,103.236945449227,62.8699526444883
"SAMPLE_120",129.91698235594,112.006699788655,44.4986541556959,62.8624692342567,71.959024383029,94.3223307928645,95.209888219671,129.6234074659,101.238894101009,57.8464434976989
"SAMPLE_121",123.770214797795,125.555416690182,43.9308452271094,75.0936416794913,70.0046333692776,100.513834781466,83.4834279274744,135.887055537507,96.6070838678197,60.7375073447462
"SAMPLE_122",125.978555307318,105.400284037497,42.2166504211602,72.5784240159738,72.6241680247045,91.1657072345763,103.87837409285,129.661250449431,96.4976052814983,59.802512089909
"SAMPLE_123",114.954323189349,116.720426896233,38.98593134713,68.2230240634765,77.5224659107558,96.4310854156422,83.0247100850248,135.021081760205,94.0862792101069,51.3954057070289
"SAMPLE_124",126.610863654281,128.724727710474,38.061551716351,63.6462230339892,72.241202325325,98.8638948152509,93.7576877616494,113.081763751827,93.958910595845,56.2165332388565
"SAMPLE_125",117.774992343731,110.007872587149,43.3819336389569,65.8903190957093,72.0307002546193,88.6604587349648,92.4852347920236,116.737032013595,97.5623581873273,56.3210339452226
"SAMPLE_126",134.042236955104,114.908699994911,41.3599646331179,65.9026762223228,79.7613675360258,96.3102599243682,96.94513436626,134.399326528026,99.7701264319591,58.0094946037753
"SAMPLE_127",116.853905183798,105.070306351613,39.8937496938876,65.9139646238363,76.1845076093235,84.9795864943465,86.5560766255865,129.742268018506,92.0474835360857,53.8948472091333
"SAMPLE_128",108.584352040402,108.682557579515,42.4320852883735,73.3614211017677,73.5914515520054,83.313444705032,77.9610920625755,153.239965844698,94.9740555289738,49.0311050130935
"SAMPLE_129",119.597524776469,118.039954017253,45.0034344501278,58.9973513870896,66.2360282573923,82.8276980541875,87.997956938031,123.114373548596,93.8227728060424,54.7738727520576
"SAMPLE_130",124.768109072601,114.279023775852,36.5501070400123,71.2950914704589,72.5921098811356,91.502806333277,95.8309692741374,123.221710644168,106.244733862018,50.3563965270083
"SAMPLE_131",115.915045282919,103.630423896424,43.1130022723497,62.2823750077562,71.4781027272757,108.152466206384,97.5228476402538,125.144018417912,112.703119289509,49.5995997408682
"SAMPLE_132",124.751858309606,130.48896932034,45.5468857652895,65.8417880885049,80.3230927370818,94.397435818393,96.5864778555083,140.071930079463,111.281977250702,55.7339029497063
"SAMPLE_133",125.787068913186,107.39133618347,49.4376845472321,71.5846563179843,71.6023234469868,83.1237558514835,95.9871162662684,133.621088729109,107.328681014793,56.7172374579137
"SAMPLE_134",118.712791843604,122.80995789065,41.956379026487,77.7820898268511,66.9562239663334,98.1099844296027,94.1598089635654,139.589343477899,84.1847467558384,57.761341612117
"SAMPLE_135",138.068968767575,121.249389208946,39.738000292237,69.8477207892623,75.4407094613493,94.9818892646007,84.6857224187166,132.951396815341,99.6823656701872,53.6336803967161
"SAMPLE_136",115.544624751437,112.85220651569,45.0134665131959,75.7939849007897,70.0229553247653,83.135999584942,89.6487405305917,125.715232596815,95.9177915924786,54.9150291623432
"SAMPLE_137",126.93472256858,120.464475311383,40.3136033012236,69.0005477685154,66.0196638755242,90.8828168166815,93.4988380989452,117.987469136434,89.9421920858093,57.8359961532304
"SAMPLE_138",123.216925853267,108.358851062078,41.1612222335664,66.7819418001287,70.5383494045743,86.4710625011579,87.5898969863652,129.464028686132,104.841124272309,64.1742965718357
"SAMPLE_139",107.152088745341,128.92791587511,43.2332824802577,63.5501963613445,74.2898596008045,91.7756386085448,104.23904971648,124.342499497733,86.4910676634798,57.5900295520931
"SAMPLE_140",124.637792734323,118.300380252544,43.8273322519061,71.0980106153211,71.0080179579795,100.034464656157,99.747660706244,144.440047419602,97.6522852465725,62.7587622683028
"SAMPLE_141",123.349269756222,114.724945012516,45.9233964591215,67.5419883373037,74.3071024951799,103.746518498766,96.226303868656,117.677453424573,112.908555288234,57.252685378091
"SAMPLE_142",129.74863373532,119.088194666099,46.6478558429752,62.6679948287948,62.8452735671855,101.548193406168,85.8479442373652,138.416665531729,99.6732551131986,58.0915504437896
"SAMPLE_143",122.027050624274,122.193476243024,43.6442084280819,77.5993573823498,71.3883407615305,96.521211998631,99.0451066875337,129.48807575729,96.5319766182093,61.110343713656
"SAMPLE_144",123.386048650582,110.812624709382,38.3391896299026,70.0435327463233,66.6502673968122,98.8817999246096,92.3075745049416,131.704546154878,97.6301249786275,53.0365984767596
"SAMPLE_145",122.295137429062,130.109161664421,45.8837486535758,58.9522686691775,69.4914362881603,88.9329546926221,99.1550175201336,126.158581082866,92.4187534022121,46.5893141469547
"SAMPLE_146",123.516306772754,116.900675958098,40.7865953522044,71.5041729230838,72.5672382982591,98.9997906992433,96.0228056115788,108.647830755829,91.8667025456441,58.26474356567
"SAMPLE_147",123.490778286827,96.8953004133108,43.1804640475287,65.2143122909004,77.9061192288026,87.5140855093197,96.8110079208383,120.136545883696,94.0983739947898,50.3818815081658
"SAMPLE_148",120.780439240004,105.43835063093,42.3865188059311,58.8557215549595,58.386963541123,94.804845880945,91.4489657099381,120.864419775273,95.0176875823869,56.7261935121789
"SAMPLE_149",133.55868088003,126.368100014773,39.982797246612,70.2057080615724,74.8834207324811,98.1873005566288,93.0389090001759,138.961749958632,102.242846683941,57.0104607178952
"SAMPLE_150",122.804606225292,113.237590788265,43.467549719608,71.0493930628675,66.0390779062695,89.599136574747,98.5655099641008,130.255152093251,84.9499637766908,54.3415666092869
"SAMPLE_151",124.219641363429,125.857634178176,42.9784951326504,64.4715506964109,77.948322790974,79.8008198995921,91.4477842205417,130.639979173782,114.679326108528,54.4503212187904
"SAMPLE_152",115.902844456625,119.356877238509,44.790676048377,67.3987345129842,70.793540355089,95.3020656340206,89.8837453703077,130.324950078192,108.770688604142,51.975837274849
"SAMPLE_153",109.310401682172,119.542172774331,47.7505731223777,66.5088632107106,72.3582563252251,90.9042626257795,88.1791528535265,129.721269603966,97.5723320633914,52.09895807801
"SAMPLE_154",134.77294741069,132.244228620584,47.1606909880497,71.1274680544727,68.5221864898761,99.4201318961973,94.0669443521012,129.061871568436,104.794603158338,53.1975875812557
"SAMPLE_155",125.240627240261,110.791777406617,42.9117552557387,61.5111392165933,77.4238888697527,99.9863720523903,95.9795990920232,139.063469311089,100.166540585195,50.2133652357344
"SAMPLE_156",116.868737647877,118.25401992185,44.3745056759968,57.7389284001618,77.9095834345009,83.0015660743826,99.2594984535496,119.369231594839,104.597678387877,53.6533645877986
"SAMPLE_157",125.233369155053,130.492779815692,42.8687946003109,71.5879026142646,72.9139609357078,96.7704407378238,89.8689197337091,137.809968708809,104.117688015287,53.0111343574992
"SAMPLE_158",115.27317416702,113.421156153956,39.0967732994235,70.6396500452111,77.8293561645975,86.9651058648034,86.036550663054,114.05046318559,101.676420034911,54.0088602466252
"SAMPLE_159",126.691500336411,122.449289315896,45.5329300290567,68.5856232536306,68.3687192052126,91.0367186371302,82.0515657082295,132.985861286635,100.389398116358,54.2270796056587
"SAMPLE_160",121.807978237123,135.422151339919,41.3349714870692,71.3298031065777,71.2132830257756,84.7223714999699,92.1958650404775,127.946035094645,108.503941011548,54.7402852133213
"SAMPLE_161",125.007686862447,113.743134947123,41.9812690856977,67.5468186363562,68.6470357266715,84.4174614080175,95.5231964059162,129.398881674319,109.621571007184,52.5972806985675
